Area,Date,Category,Subcategory,Variable,Unit,Value
Dominican Republic (the),2024-01-01,Electricity generation,Fuel,Solar,%,5.79
Dominican Republic (the),2024-01-01,Electricity generation,Fuel,Wind,%,6.32
Dominican Republic (the),2024-02-01,Electricity generation,Aggregate fuel,Clean,%,17.14
Dominican Republic (the),2024-02-01,Electricity generation,Aggregate fuel,Fossil,%,82.86
Dominican Republic (the),2024-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,53.15
Dominican Republic (the),2024-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.85
Dominican Republic (the),2024-02-01,Electricity generation,Aggregate fuel,Renewables,%,17.14
Dominican Republic (the),2024-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.29
Dominican Republic (the),2024-02-01,Electricity generation,Fuel,Bioenergy,%,1.14
Dominican Republic (the),2024-02-01,Electricity generation,Fuel,Coal,%,29.71
Dominican Republic (the),2024-02-01,Electricity generation,Fuel,Gas,%,46.86
Dominican Republic (the),2024-02-01,Electricity generation,Fuel,Hydro,%,5.71
Dominican Republic (the),2024-02-01,Electricity generation,Fuel,Other Fossil,%,6.29
Dominican Republic (the),2024-02-01,Electricity generation,Fuel,Solar,%,6.29
Dominican Republic (the),2024-02-01,Electricity generation,Fuel,Wind,%,4.0
Dominican Republic (the),2024-03-01,Electricity generation,Aggregate fuel,Clean,%,17.0
Dominican Republic (the),2024-03-01,Electricity generation,Aggregate fuel,Fossil,%,83.0
Dominican Republic (the),2024-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,54.5
Dominican Republic (the),2024-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,5.5
Dominican Republic (the),2024-03-01,Electricity generation,Aggregate fuel,Renewables,%,17.0
Dominican Republic (the),2024-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.5
Dominican Republic (the),2024-03-01,Electricity generation,Fuel,Bioenergy,%,1.0
Dominican Republic (the),2024-03-01,Electricity generation,Fuel,Coal,%,28.5
Dominican Republic (the),2024-03-01,Electricity generation,Fuel,Gas,%,43.5
Dominican Republic (the),2024-03-01,Electricity generation,Fuel,Hydro,%,4.5
Dominican Republic (the),2024-03-01,Electricity generation,Fuel,Other Fossil,%,11.0
Dominican Republic (the),2024-03-01,Electricity generation,Fuel,Solar,%,7.0
Dominican Republic (the),2024-03-01,Electricity generation,Fuel,Wind,%,4.5
Dominican Republic (the),2024-04-01,Electricity generation,Aggregate fuel,Clean,%,16.76
Dominican Republic (the),2024-04-01,Electricity generation,Aggregate fuel,Fossil,%,83.25
Dominican Republic (the),2024-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,47.21
Dominican Republic (the),2024-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.1
Dominican Republic (the),2024-04-01,Electricity generation,Aggregate fuel,Renewables,%,16.76
Dominican Republic (the),2024-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.66
Dominican Republic (the),2024-04-01,Electricity generation,Fuel,Bioenergy,%,1.02
Dominican Republic (the),2024-04-01,Electricity generation,Fuel,Coal,%,36.04
Dominican Republic (the),2024-04-01,Electricity generation,Fuel,Gas,%,42.13
Dominican Republic (the),2024-04-01,Electricity generation,Fuel,Hydro,%,5.08
Dominican Republic (the),2024-04-01,Electricity generation,Fuel,Other Fossil,%,5.08
Dominican Republic (the),2024-04-01,Electricity generation,Fuel,Solar,%,6.09
Dominican Republic (the),2024-04-01,Electricity generation,Fuel,Wind,%,4.57
Dominican Republic (the),2024-05-01,Electricity generation,Aggregate fuel,Clean,%,17.14
Dominican Republic (the),2024-05-01,Electricity generation,Aggregate fuel,Fossil,%,82.87
Dominican Republic (the),2024-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,50.46
Dominican Republic (the),2024-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,8.34
Dominican Republic (the),2024-05-01,Electricity generation,Aggregate fuel,Renewables,%,17.14
Dominican Republic (the),2024-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,8.8
Dominican Republic (the),2024-05-01,Electricity generation,Fuel,Bioenergy,%,0.93
Dominican Republic (the),2024-05-01,Electricity generation,Fuel,Coal,%,32.41
Dominican Republic (the),2024-05-01,Electricity generation,Fuel,Gas,%,39.35
Dominican Republic (the),2024-05-01,Electricity generation,Fuel,Hydro,%,7.41
Dominican Republic (the),2024-05-01,Electricity generation,Fuel,Other Fossil,%,11.11
Dominican Republic (the),2024-05-01,Electricity generation,Fuel,Solar,%,5.56
Dominican Republic (the),2024-05-01,Electricity generation,Fuel,Wind,%,3.24
Dominican Republic (the),2024-06-01,Electricity generation,Aggregate fuel,Clean,%,17.05
Dominican Republic (the),2024-06-01,Electricity generation,Aggregate fuel,Fossil,%,82.96
Dominican Republic (the),2024-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,60.99
Dominican Republic (the),2024-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.63
Dominican Republic (the),2024-06-01,Electricity generation,Aggregate fuel,Renewables,%,17.05
Dominican Republic (the),2024-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.42
Dominican Republic (the),2024-06-01,Electricity generation,Fuel,Bioenergy,%,0.9
Dominican Republic (the),2024-06-01,Electricity generation,Fuel,Coal,%,21.97
Dominican Republic (the),2024-06-01,Electricity generation,Fuel,Gas,%,41.26
Dominican Republic (the),2024-06-01,Electricity generation,Fuel,Hydro,%,6.73
Dominican Republic (the),2024-06-01,Electricity generation,Fuel,Other Fossil,%,19.73
Dominican Republic (the),2024-06-01,Electricity generation,Fuel,Solar,%,5.38
Dominican Republic (the),2024-06-01,Electricity generation,Fuel,Wind,%,4.04
Dominican Republic (the),2024-07-01,Electricity generation,Aggregate fuel,Clean,%,18.33
Dominican Republic (the),2024-07-01,Electricity generation,Aggregate fuel,Fossil,%,81.66
Dominican Republic (the),2024-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,58.95
Dominican Republic (the),2024-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.98
Dominican Republic (the),2024-07-01,Electricity generation,Aggregate fuel,Renewables,%,18.33
Dominican Republic (the),2024-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.35
Dominican Republic (the),2024-07-01,Electricity generation,Fuel,Bioenergy,%,0.87
Dominican Republic (the),2024-07-01,Electricity generation,Fuel,Coal,%,22.71
Dominican Republic (the),2024-07-01,Electricity generation,Fuel,Gas,%,40.61
Dominican Republic (the),2024-07-01,Electricity generation,Fuel,Hydro,%,6.11
Dominican Republic (the),2024-07-01,Electricity generation,Fuel,Other Fossil,%,18.34
Dominican Republic (the),2024-07-01,Electricity generation,Fuel,Solar,%,5.24
Dominican Republic (the),2024-07-01,Electricity generation,Fuel,Wind,%,6.11
Dominican Republic (the),2024-08-01,Electricity generation,Aggregate fuel,Clean,%,16.74
Dominican Republic (the),2024-08-01,Electricity generation,Aggregate fuel,Fossil,%,83.26
Dominican Republic (the),2024-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,52.72
Dominican Republic (the),2024-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.28
Dominican Republic (the),2024-08-01,Electricity generation,Aggregate fuel,Renewables,%,16.74
Dominican Republic (the),2024-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,10.46
Dominican Republic (the),2024-08-01,Electricity generation,Fuel,Bioenergy,%,0.84
Dominican Republic (the),2024-08-01,Electricity generation,Fuel,Coal,%,30.54
Dominican Republic (the),2024-08-01,Electricity generation,Fuel,Gas,%,40.17
Dominican Republic (the),2024-08-01,Electricity generation,Fuel,Hydro,%,5.44
Dominican Republic (the),2024-08-01,Electricity generation,Fuel,Other Fossil,%,12.55
Dominican Republic (the),2024-08-01,Electricity generation,Fuel,Solar,%,5.86
Dominican Republic (the),2024-08-01,Electricity generation,Fuel,Wind,%,4.6
Dominican Republic (the),2024-09-01,Electricity generation,Aggregate fuel,Clean,%,15.68
Dominican Republic (the),2024-09-01,Electricity generation,Aggregate fuel,Fossil,%,84.33
Dominican Republic (the),2024-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,56.36
Dominican Republic (the),2024-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,5.93
Dominican Republic (the),2024-09-01,Electricity generation,Aggregate fuel,Renewables,%,15.68
Dominican Republic (the),2024-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.75
Dominican Republic (the),2024-09-01,Electricity generation,Fuel,Bioenergy,%,0.85
Dominican Republic (the),2024-09-01,Electricity generation,Fuel,Coal,%,27.97
Dominican Republic (the),2024-09-01,Electricity generation,Fuel,Gas,%,36.02
Dominican Republic (the),2024-09-01,Electricity generation,Fuel,Hydro,%,5.08
Dominican Republic (the),2024-09-01,Electricity generation,Fuel,Other Fossil,%,20.34
Dominican Republic (the),2024-09-01,Electricity generation,Fuel,Solar,%,6.36
Dominican Republic (the),2024-09-01,Electricity generation,Fuel,Wind,%,3.39
Dominican Republic (the),2024-10-01,Electricity generation,Aggregate fuel,Clean,%,12.85
Dominican Republic (the),2024-10-01,Electricity generation,Aggregate fuel,Fossil,%,87.14
Dominican Republic (the),2024-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,58.92
Dominican Republic (the),2024-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.22
Dominican Republic (the),2024-10-01,Electricity generation,Aggregate fuel,Renewables,%,12.85
Dominican Republic (the),2024-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,6.63
Dominican Republic (the),2024-10-01,Electricity generation,Fuel,Bioenergy,%,0.41
Dominican Republic (the),2024-10-01,Electricity generation,Fuel,Coal,%,28.22
Dominican Republic (the),2024-10-01,Electricity generation,Fuel,Gas,%,39.83
Dominican Republic (the),2024-10-01,Electricity generation,Fuel,Hydro,%,5.81
Dominican Republic (the),2024-10-01,Electricity generation,Fuel,Other Fossil,%,19.09
Dominican Republic (the),2024-10-01,Electricity generation,Fuel,Solar,%,4.56
Dominican Republic (the),2024-10-01,Electricity generation,Fuel,Wind,%,2.07
Dominican Republic (the),2024-11-01,Electricity generation,Aggregate fuel,Clean,%,13.26
Dominican Republic (the),2024-11-01,Electricity generation,Aggregate fuel,Fossil,%,86.73
Dominican Republic (the),2024-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,55.61
Dominican Republic (the),2024-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,5.61
Dominican Republic (the),2024-11-01,Electricity generation,Aggregate fuel,Renewables,%,13.26
Dominican Republic (the),2024-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,7.65
Dominican Republic (the),2024-11-01,Electricity generation,Fuel,Bioenergy,%,0.51
Dominican Republic (the),2024-11-01,Electricity generation,Fuel,Coal,%,31.12
Dominican Republic (the),2024-11-01,Electricity generation,Fuel,Gas,%,43.37
Dominican Republic (the),2024-11-01,Electricity generation,Fuel,Hydro,%,5.1
Dominican Republic (the),2024-11-01,Electricity generation,Fuel,Other Fossil,%,12.24
Dominican Republic (the),2024-11-01,Electricity generation,Fuel,Solar,%,5.1
Dominican Republic (the),2024-11-01,Electricity generation,Fuel,Wind,%,2.55
Dominican Republic (the),2024-12-01,Electricity generation,Aggregate fuel,Clean,%,19.33
Dominican Republic (the),2024-12-01,Electricity generation,Aggregate fuel,Fossil,%,80.67
Dominican Republic (the),2024-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,47.52
Dominican Republic (the),2024-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,8.28
Dominican Republic (the),2024-12-01,Electricity generation,Aggregate fuel,Renewables,%,19.33
Dominican Republic (the),2024-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.05
Dominican Republic (the),2024-12-01,Electricity generation,Fuel,Bioenergy,%,1.1
Dominican Republic (the),2024-12-01,Electricity generation,Fuel,Coal,%,33.15
Dominican Republic (the),2024-12-01,Electricity generation,Fuel,Gas,%,41.44
Dominican Republic (the),2024-12-01,Electricity generation,Fuel,Hydro,%,7.18
Dominican Republic (the),2024-12-01,Electricity generation,Fuel,Other Fossil,%,6.08
Dominican Republic (the),2024-12-01,Electricity generation,Fuel,Solar,%,6.63
Dominican Republic (the),2024-12-01,Electricity generation,Fuel,Wind,%,4.42
Dominican Republic (the),2025-01-01,Electricity generation,Aggregate fuel,Clean,%,16.86
Dominican Republic (the),2025-01-01,Electricity generation,Aggregate fuel,Fossil,%,83.14
Dominican Republic (the),2025-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,46.51
Dominican Republic (the),2025-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.56
Dominican Republic (the),2025-01-01,Electricity generation,Aggregate fuel,Renewables,%,16.86
Dominican Republic (the),2025-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.3
Dominican Republic (the),2025-01-01,Electricity generation,Fuel,Bioenergy,%,1.16
Dominican Republic (the),2025-01-01,Electricity generation,Fuel,Coal,%,36.63
Dominican Republic (the),2025-01-01,Electricity generation,Fuel,Gas,%,38.37
Dominican Republic (the),2025-01-01,Electricity generation,Fuel,Hydro,%,6.4
Dominican Republic (the),2025-01-01,Electricity generation,Fuel,Other Fossil,%,8.14
Dominican Republic (the),2025-01-01,Electricity generation,Fuel,Solar,%,4.65
Dominican Republic (the),2025-01-01,Electricity generation,Fuel,Wind,%,4.65
Dominican Republic (the),2025-02-01,Electricity generation,Aggregate fuel,Clean,%,20.49
Dominican Republic (the),2025-02-01,Electricity generation,Aggregate fuel,Fossil,%,79.51
Dominican Republic (the),2025-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,52.18
Dominican Republic (the),2025-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,8.69
Dominican Republic (the),2025-02-01,Electricity generation,Aggregate fuel,Renewables,%,20.49
Dominican Republic (the),2025-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,11.8
Dominican Republic (the),2025-02-01,Electricity generation,Fuel,Bioenergy,%,1.24
Dominican Republic (the),2025-02-01,Electricity generation,Fuel,Coal,%,27.33
Dominican Republic (the),2025-02-01,Electricity generation,Fuel,Gas,%,42.24
Dominican Republic (the),2025-02-01,Electricity generation,Fuel,Hydro,%,7.45
Dominican Republic (the),2025-02-01,Electricity generation,Fuel,Other Fossil,%,9.94
Dominican Republic (the),2025-02-01,Electricity generation,Fuel,Solar,%,6.21
Dominican Republic (the),2025-02-01,Electricity generation,Fuel,Wind,%,5.59
Dominican Republic (the),2025-03-01,Electricity generation,Aggregate fuel,Clean,%,21.36
Dominican Republic (the),2025-03-01,Electricity generation,Aggregate fuel,Fossil,%,78.65
Dominican Republic (the),2025-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,54.17
Dominican Republic (the),2025-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,11.46
Dominican Republic (the),2025-03-01,Electricity generation,Aggregate fuel,Renewables,%,21.36
Dominican Republic (the),2025-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,9.9
Dominican Republic (the),2025-03-01,Electricity generation,Fuel,Bioenergy,%,1.04
Dominican Republic (the),2025-03-01,Electricity generation,Fuel,Coal,%,24.48
Dominican Republic (the),2025-03-01,Electricity generation,Fuel,Gas,%,41.67
Dominican Republic (the),2025-03-01,Electricity generation,Fuel,Hydro,%,10.42
Dominican Republic (the),2025-03-01,Electricity generation,Fuel,Other Fossil,%,12.5
Dominican Republic (the),2025-03-01,Electricity generation,Fuel,Solar,%,5.73
Dominican Republic (the),2025-03-01,Electricity generation,Fuel,Wind,%,4.17
Dominican Republic (the),2025-04-01,Electricity generation,Aggregate fuel,Clean,%,21.98
Dominican Republic (the),2025-04-01,Electricity generation,Aggregate fuel,Fossil,%,78.02
Dominican Republic (the),2025-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,51.65
Dominican Republic (the),2025-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.14
Dominican Republic (the),2025-04-01,Electricity generation,Aggregate fuel,Renewables,%,21.98
Dominican Republic (the),2025-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,14.84
Dominican Republic (the),2025-04-01,Electricity generation,Fuel,Bioenergy,%,1.1
Dominican Republic (the),2025-04-01,Electricity generation,Fuel,Coal,%,26.37
Dominican Republic (the),2025-04-01,Electricity generation,Fuel,Gas,%,41.76
Dominican Republic (the),2025-04-01,Electricity generation,Fuel,Hydro,%,6.04
Dominican Republic (the),2025-04-01,Electricity generation,Fuel,Other Fossil,%,9.89
Dominican Republic (the),2025-04-01,Electricity generation,Fuel,Solar,%,9.89
Dominican Republic (the),2025-04-01,Electricity generation,Fuel,Wind,%,4.95
Dominican Republic (the),2025-05-01,Electricity generation,Aggregate fuel,Clean,%,24.5
Dominican Republic (the),2025-05-01,Electricity generation,Aggregate fuel,Fossil,%,75.48
Dominican Republic (the),2025-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,45.09
Dominican Republic (the),2025-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,8.82
Dominican Republic (the),2025-05-01,Electricity generation,Aggregate fuel,Renewables,%,24.5
Dominican Republic (the),2025-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,15.68
Dominican Republic (the),2025-05-01,Electricity generation,Fuel,Bioenergy,%,0.98
Dominican Republic (the),2025-05-01,Electricity generation,Fuel,Coal,%,30.39
Dominican Republic (the),2025-05-01,Electricity generation,Fuel,Gas,%,37.25
Dominican Republic (the),2025-05-01,Electricity generation,Fuel,Hydro,%,7.84
Dominican Republic (the),2025-05-01,Electricity generation,Fuel,Other Fossil,%,7.84
Dominican Republic (the),2025-05-01,Electricity generation,Fuel,Solar,%,9.8
Dominican Republic (the),2025-05-01,Electricity generation,Fuel,Wind,%,5.88
Dominican Republic (the),2025-06-01,Electricity generation,Aggregate fuel,Clean,%,24.99
Dominican Republic (the),2025-06-01,Electricity generation,Aggregate fuel,Fossil,%,74.99
Dominican Republic (the),2025-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,44.6
Dominican Republic (the),2025-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,7.84
Dominican Republic (the),2025-06-01,Electricity generation,Aggregate fuel,Renewables,%,24.99
Dominican Republic (the),2025-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,17.15
Dominican Republic (the),2025-06-01,Electricity generation,Fuel,Bioenergy,%,0.98
Dominican Republic (the),2025-06-01,Electricity generation,Fuel,Coal,%,30.39
Dominican Republic (the),2025-06-01,Electricity generation,Fuel,Gas,%,36.27
Dominican Republic (the),2025-06-01,Electricity generation,Fuel,Hydro,%,6.86
Dominican Republic (the),2025-06-01,Electricity generation,Fuel,Other Fossil,%,8.33
Dominican Republic (the),2025-06-01,Electricity generation,Fuel,Solar,%,8.82
Dominican Republic (the),2025-06-01,Electricity generation,Fuel,Wind,%,8.33
Dominican Republic (the),2025-07-01,Electricity generation,Aggregate fuel,Clean,%,24.0
Dominican Republic (the),2025-07-01,Electricity generation,Aggregate fuel,Fossil,%,76.0
Dominican Republic (the),2025-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,47.11
Dominican Republic (the),2025-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,6.22
Dominican Republic (the),2025-07-01,Electricity generation,Aggregate fuel,Renewables,%,24.0
Dominican Republic (the),2025-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,17.78
Dominican Republic (the),2025-07-01,Electricity generation,Fuel,Bioenergy,%,0.89
Dominican Republic (the),2025-07-01,Electricity generation,Fuel,Coal,%,28.89
Dominican Republic (the),2025-07-01,Electricity generation,Fuel,Gas,%,34.67
Dominican Republic (the),2025-07-01,Electricity generation,Fuel,Hydro,%,5.33
Dominican Republic (the),2025-07-01,Electricity generation,Fuel,Other Fossil,%,12.44
Dominican Republic (the),2025-07-01,Electricity generation,Fuel,Solar,%,10.67
Dominican Republic (the),2025-07-01,Electricity generation,Fuel,Wind,%,7.11
Dominican Republic (the),2025-08-01,Electricity generation,Aggregate fuel,Clean,%,21.12
Dominican Republic (the),2025-08-01,Electricity generation,Aggregate fuel,Fossil,%,78.87
Dominican Republic (the),2025-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,52.58
Dominican Republic (the),2025-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,5.6
Dominican Republic (the),2025-08-01,Electricity generation,Aggregate fuel,Renewables,%,21.12
Dominican Republic (the),2025-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,15.52
Dominican Republic (the),2025-08-01,Electricity generation,Fuel,Bioenergy,%,0.86
Dominican Republic (the),2025-08-01,Electricity generation,Fuel,Coal,%,26.29
Dominican Republic (the),2025-08-01,Electricity generation,Fuel,Gas,%,38.79
Dominican Republic (the),2025-08-01,Electricity generation,Fuel,Hydro,%,4.74
Dominican Republic (the),2025-08-01,Electricity generation,Fuel,Other Fossil,%,13.79
Dominican Republic (the),2025-08-01,Electricity generation,Fuel,Solar,%,11.21
Dominican Republic (the),2025-08-01,Electricity generation,Fuel,Wind,%,4.31
Dominican Republic (the),2025-09-01,Electricity generation,Aggregate fuel,Clean,%,18.1
Dominican Republic (the),2025-09-01,Electricity generation,Aggregate fuel,Fossil,%,81.9
Dominican Republic (the),2025-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,53.39
Dominican Republic (the),2025-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,5.43
Dominican Republic (the),2025-09-01,Electricity generation,Aggregate fuel,Renewables,%,18.1
Dominican Republic (the),2025-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.67
Dominican Republic (the),2025-09-01,Electricity generation,Fuel,Bioenergy,%,0.45
Dominican Republic (the),2025-09-01,Electricity generation,Fuel,Coal,%,28.51
Dominican Republic (the),2025-09-01,Electricity generation,Fuel,Gas,%,39.82
Dominican Republic (the),2025-09-01,Electricity generation,Fuel,Hydro,%,4.98
Dominican Republic (the),2025-09-01,Electricity generation,Fuel,Other Fossil,%,13.57
Dominican Republic (the),2025-09-01,Electricity generation,Fuel,Solar,%,10.41
Dominican Republic (the),2025-09-01,Electricity generation,Fuel,Wind,%,2.26
Ecuador,2019-01-01,Electricity generation,Aggregate fuel,Clean,%,76.86
Ecuador,2019-01-01,Electricity generation,Aggregate fuel,Fossil,%,23.14
Ecuador,2019-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,23.14
Ecuador,2019-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,76.49
Ecuador,2019-01-01,Electricity generation,Aggregate fuel,Renewables,%,76.86
Ecuador,2019-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,0.37
Ecuador,2019-01-01,Electricity generation,Fuel,Bioenergy,%,0.37
Ecuador,2019-01-01,Electricity generation,Fuel,Gas,%,4.48
Ecuador,2019-01-01,Electricity generation,Fuel,Hydro,%,76.12
Ecuador,2019-01-01,Electricity generation,Fuel,Other Fossil,%,18.66
Ecuador,2019-01-01,Electricity generation,Fuel,Solar,%,0.0
Ecuador,2019-01-01,Electricity generation,Fuel,Wind,%,0.37
Ecuador,2019-02-01,Electricity generation,Aggregate fuel,Clean,%,78.52
Ecuador,2019-02-01,Electricity generation,Aggregate fuel,Fossil,%,21.49
Ecuador,2019-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,21.49
Ecuador,2019-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,78.52
Ecuador,2019-02-01,Electricity generation,Aggregate fuel,Renewables,%,78.52
Ecuador,2019-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,0.0
Ecuador,2019-02-01,Electricity generation,Fuel,Bioenergy,%,0.0
Ecuador,2019-02-01,Electricity generation,Fuel,Gas,%,4.69
Ecuador,2019-02-01,Electricity generation,Fuel,Hydro,%,78.52
Ecuador,2019-02-01,Electricity generation,Fuel,Other Fossil,%,16.8
Ecuador,2019-02-01,Electricity generation,Fuel,Solar,%,0.0
Ecuador,2019-02-01,Electricity generation,Fuel,Wind,%,0.0
Ecuador,2019-03-01,Electricity generation,Aggregate fuel,Clean,%,78.36
Ecuador,2019-03-01,Electricity generation,Aggregate fuel,Fossil,%,21.63
Ecuador,2019-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,21.63
Ecuador,2019-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,78.01
Ecuador,2019-03-01,Electricity generation,Aggregate fuel,Renewables,%,78.36
Ecuador,2019-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,0.35
Ecuador,2019-03-01,Electricity generation,Fuel,Bioenergy,%,0.0
Ecuador,2019-03-01,Electricity generation,Fuel,Gas,%,4.61
Ecuador,2019-03-01,Electricity generation,Fuel,Hydro,%,78.01
Ecuador,2019-03-01,Electricity generation,Fuel,Other Fossil,%,17.02
Ecuador,2019-03-01,Electricity generation,Fuel,Solar,%,0.0
Ecuador,2019-03-01,Electricity generation,Fuel,Wind,%,0.35
Ecuador,2019-04-01,Electricity generation,Aggregate fuel,Clean,%,79.12
Ecuador,2019-04-01,Electricity generation,Aggregate fuel,Fossil,%,20.88
Ecuador,2019-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,20.88
Ecuador,2019-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,78.75
Ecuador,2019-04-01,Electricity generation,Aggregate fuel,Renewables,%,79.12
Ecuador,2019-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,0.37
Ecuador,2019-04-01,Electricity generation,Fuel,Bioenergy,%,0.0
Ecuador,2019-04-01,Electricity generation,Fuel,Gas,%,4.76
Ecuador,2019-04-01,Electricity generation,Fuel,Hydro,%,78.75
Ecuador,2019-04-01,Electricity generation,Fuel,Other Fossil,%,16.12
Ecuador,2019-04-01,Electricity generation,Fuel,Solar,%,0.0
Ecuador,2019-04-01,Electricity generation,Fuel,Wind,%,0.37
Ecuador,2019-05-01,Electricity generation,Aggregate fuel,Clean,%,79.21
Ecuador,2019-05-01,Electricity generation,Aggregate fuel,Fossil,%,20.79
Ecuador,2019-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,20.79
Ecuador,2019-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,78.85
Ecuador,2019-05-01,Electricity generation,Aggregate fuel,Renewables,%,79.21
Ecuador,2019-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,0.36
Ecuador,2019-05-01,Electricity generation,Fuel,Bioenergy,%,0.0
Ecuador,2019-05-01,Electricity generation,Fuel,Gas,%,4.66
Ecuador,2019-05-01,Electricity generation,Fuel,Hydro,%,78.85
Ecuador,2019-05-01,Electricity generation,Fuel,Other Fossil,%,16.13
Ecuador,2019-05-01,Electricity generation,Fuel,Solar,%,0.0
Ecuador,2019-05-01,Electricity generation,Fuel,Wind,%,0.36
Ecuador,2019-06-01,Electricity generation,Aggregate fuel,Clean,%,76.6
Ecuador,2019-06-01,Electricity generation,Aggregate fuel,Fossil,%,23.4
Ecuador,2019-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,23.4
