Area,Date,Category,Subcategory,Variable,Unit,Value
Brazil,2021-04-01,Electricity generation,Fuel,Bioenergy,%,1.35
Brazil,2021-04-01,Electricity generation,Fuel,Coal,%,1.49
Brazil,2021-04-01,Electricity generation,Fuel,Gas,%,9.89
Brazil,2021-04-01,Electricity generation,Fuel,Hydro,%,71.3
Brazil,2021-04-01,Electricity generation,Fuel,Nuclear,%,2.24
Brazil,2021-04-01,Electricity generation,Fuel,Other Fossil,%,2.16
Brazil,2021-04-01,Electricity generation,Fuel,Solar,%,2.46
Brazil,2021-04-01,Electricity generation,Fuel,Wind,%,9.1
Brazil,2021-05-01,Electricity generation,Aggregate fuel,Clean,%,84.17
Brazil,2021-05-01,Electricity generation,Aggregate fuel,Fossil,%,15.83
Brazil,2021-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,13.72
Brazil,2021-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,68.84
Brazil,2021-05-01,Electricity generation,Aggregate fuel,Renewables,%,82.02
Brazil,2021-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.18
Brazil,2021-05-01,Electricity generation,Fuel,Bioenergy,%,1.89
Brazil,2021-05-01,Electricity generation,Fuel,Coal,%,2.11
Brazil,2021-05-01,Electricity generation,Fuel,Gas,%,11.63
Brazil,2021-05-01,Electricity generation,Fuel,Hydro,%,66.95
Brazil,2021-05-01,Electricity generation,Fuel,Nuclear,%,2.15
Brazil,2021-05-01,Electricity generation,Fuel,Other Fossil,%,2.09
Brazil,2021-05-01,Electricity generation,Fuel,Solar,%,2.65
Brazil,2021-05-01,Electricity generation,Fuel,Wind,%,10.53
Brazil,2021-06-01,Electricity generation,Aggregate fuel,Clean,%,76.6
Brazil,2021-06-01,Electricity generation,Aggregate fuel,Fossil,%,23.4
Brazil,2021-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,20.1
Brazil,2021-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,60.31
Brazil,2021-06-01,Electricity generation,Aggregate fuel,Renewables,%,75.39
Brazil,2021-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,15.08
Brazil,2021-06-01,Electricity generation,Fuel,Bioenergy,%,2.17
Brazil,2021-06-01,Electricity generation,Fuel,Coal,%,3.3
Brazil,2021-06-01,Electricity generation,Fuel,Gas,%,15.37
Brazil,2021-06-01,Electricity generation,Fuel,Hydro,%,58.14
Brazil,2021-06-01,Electricity generation,Fuel,Nuclear,%,1.21
Brazil,2021-06-01,Electricity generation,Fuel,Other Fossil,%,4.73
Brazil,2021-06-01,Electricity generation,Fuel,Solar,%,2.89
Brazil,2021-06-01,Electricity generation,Fuel,Wind,%,12.19
Brazil,2021-07-01,Electricity generation,Aggregate fuel,Clean,%,74.56
Brazil,2021-07-01,Electricity generation,Aggregate fuel,Fossil,%,25.44
Brazil,2021-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,22.26
Brazil,2021-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,55.13
Brazil,2021-07-01,Electricity generation,Aggregate fuel,Renewables,%,72.94
Brazil,2021-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,17.81
Brazil,2021-07-01,Electricity generation,Fuel,Bioenergy,%,2.46
Brazil,2021-07-01,Electricity generation,Fuel,Coal,%,3.18
Brazil,2021-07-01,Electricity generation,Fuel,Gas,%,17.83
Brazil,2021-07-01,Electricity generation,Fuel,Hydro,%,52.67
Brazil,2021-07-01,Electricity generation,Fuel,Nuclear,%,1.62
Brazil,2021-07-01,Electricity generation,Fuel,Other Fossil,%,4.43
Brazil,2021-07-01,Electricity generation,Fuel,Solar,%,3.0
Brazil,2021-07-01,Electricity generation,Fuel,Wind,%,14.81
Brazil,2021-08-01,Electricity generation,Aggregate fuel,Clean,%,73.81
Brazil,2021-08-01,Electricity generation,Aggregate fuel,Fossil,%,26.19
Brazil,2021-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,22.56
Brazil,2021-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,51.3
Brazil,2021-08-01,Electricity generation,Aggregate fuel,Renewables,%,70.83
Brazil,2021-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,19.53
Brazil,2021-08-01,Electricity generation,Fuel,Bioenergy,%,2.36
Brazil,2021-08-01,Electricity generation,Fuel,Coal,%,3.63
Brazil,2021-08-01,Electricity generation,Fuel,Gas,%,17.59
Brazil,2021-08-01,Electricity generation,Fuel,Hydro,%,48.94
Brazil,2021-08-01,Electricity generation,Fuel,Nuclear,%,2.98
Brazil,2021-08-01,Electricity generation,Fuel,Other Fossil,%,4.97
Brazil,2021-08-01,Electricity generation,Fuel,Solar,%,3.1
Brazil,2021-08-01,Electricity generation,Fuel,Wind,%,16.43
Brazil,2021-09-01,Electricity generation,Aggregate fuel,Clean,%,75.16
Brazil,2021-09-01,Electricity generation,Aggregate fuel,Fossil,%,24.85
Brazil,2021-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,21.5
Brazil,2021-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,52.86
Brazil,2021-09-01,Electricity generation,Aggregate fuel,Renewables,%,72.27
Brazil,2021-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,19.41
Brazil,2021-09-01,Electricity generation,Fuel,Bioenergy,%,2.23
Brazil,2021-09-01,Electricity generation,Fuel,Coal,%,3.35
Brazil,2021-09-01,Electricity generation,Fuel,Gas,%,16.58
Brazil,2021-09-01,Electricity generation,Fuel,Hydro,%,50.63
Brazil,2021-09-01,Electricity generation,Fuel,Nuclear,%,2.89
Brazil,2021-09-01,Electricity generation,Fuel,Other Fossil,%,4.92
Brazil,2021-09-01,Electricity generation,Fuel,Solar,%,3.63
Brazil,2021-09-01,Electricity generation,Fuel,Wind,%,15.78
Brazil,2021-10-01,Electricity generation,Aggregate fuel,Clean,%,73.37
Brazil,2021-10-01,Electricity generation,Aggregate fuel,Fossil,%,26.63
Brazil,2021-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,23.18
Brazil,2021-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,52.46
Brazil,2021-10-01,Electricity generation,Aggregate fuel,Renewables,%,70.56
Brazil,2021-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,18.1
Brazil,2021-10-01,Electricity generation,Fuel,Bioenergy,%,0.74
Brazil,2021-10-01,Electricity generation,Fuel,Coal,%,3.45
Brazil,2021-10-01,Electricity generation,Fuel,Gas,%,18.42
Brazil,2021-10-01,Electricity generation,Fuel,Hydro,%,51.72
Brazil,2021-10-01,Electricity generation,Fuel,Nuclear,%,2.81
Brazil,2021-10-01,Electricity generation,Fuel,Other Fossil,%,4.76
Brazil,2021-10-01,Electricity generation,Fuel,Solar,%,3.57
Brazil,2021-10-01,Electricity generation,Fuel,Wind,%,14.53
Brazil,2021-11-01,Electricity generation,Aggregate fuel,Clean,%,77.11
Brazil,2021-11-01,Electricity generation,Aggregate fuel,Fossil,%,22.9
Brazil,2021-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,19.89
Brazil,2021-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,59.6
Brazil,2021-11-01,Electricity generation,Aggregate fuel,Renewables,%,74.51
Brazil,2021-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,14.91
Brazil,2021-11-01,Electricity generation,Fuel,Bioenergy,%,1.2
Brazil,2021-11-01,Electricity generation,Fuel,Coal,%,3.01
Brazil,2021-11-01,Electricity generation,Fuel,Gas,%,15.74
Brazil,2021-11-01,Electricity generation,Fuel,Hydro,%,58.4
Brazil,2021-11-01,Electricity generation,Fuel,Nuclear,%,2.6
Brazil,2021-11-01,Electricity generation,Fuel,Other Fossil,%,4.15
Brazil,2021-11-01,Electricity generation,Fuel,Solar,%,3.27
Brazil,2021-11-01,Electricity generation,Fuel,Wind,%,11.64
Brazil,2021-12-01,Electricity generation,Aggregate fuel,Clean,%,83.22
Brazil,2021-12-01,Electricity generation,Aggregate fuel,Fossil,%,16.78
Brazil,2021-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,14.59
Brazil,2021-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,65.94
Brazil,2021-12-01,Electricity generation,Aggregate fuel,Renewables,%,80.41
Brazil,2021-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,14.47
Brazil,2021-12-01,Electricity generation,Fuel,Bioenergy,%,0.49
Brazil,2021-12-01,Electricity generation,Fuel,Coal,%,2.19
Brazil,2021-12-01,Electricity generation,Fuel,Gas,%,12.15
Brazil,2021-12-01,Electricity generation,Fuel,Hydro,%,65.45
Brazil,2021-12-01,Electricity generation,Fuel,Nuclear,%,2.81
Brazil,2021-12-01,Electricity generation,Fuel,Other Fossil,%,2.44
Brazil,2021-12-01,Electricity generation,Fuel,Solar,%,3.06
Brazil,2021-12-01,Electricity generation,Fuel,Wind,%,11.41
Brazil,2022-01-01,Electricity generation,Aggregate fuel,Clean,%,86.99
Brazil,2022-01-01,Electricity generation,Aggregate fuel,Fossil,%,13.01
Brazil,2022-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,11.73
Brazil,2022-01-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,72.1
Brazil,2022-01-01,Electricity generation,Aggregate fuel,Renewables,%,84.28
Brazil,2022-01-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.18
Brazil,2022-01-01,Electricity generation,Fuel,Bioenergy,%,0.35
Brazil,2022-01-01,Electricity generation,Fuel,Coal,%,1.28
Brazil,2022-01-01,Electricity generation,Fuel,Gas,%,9.61
Brazil,2022-01-01,Electricity generation,Fuel,Hydro,%,71.75
Brazil,2022-01-01,Electricity generation,Fuel,Nuclear,%,2.71
Brazil,2022-01-01,Electricity generation,Fuel,Other Fossil,%,2.12
Brazil,2022-01-01,Electricity generation,Fuel,Solar,%,3.68
Brazil,2022-01-01,Electricity generation,Fuel,Wind,%,8.5
Brazil,2022-02-01,Electricity generation,Aggregate fuel,Clean,%,90.83
Brazil,2022-02-01,Electricity generation,Aggregate fuel,Fossil,%,9.16
Brazil,2022-02-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,8.14
Brazil,2022-02-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,75.56
Brazil,2022-02-01,Electricity generation,Aggregate fuel,Renewables,%,88.33
Brazil,2022-02-01,Electricity generation,Aggregate fuel,Wind and Solar,%,12.77
Brazil,2022-02-01,Electricity generation,Fuel,Bioenergy,%,0.35
Brazil,2022-02-01,Electricity generation,Fuel,Coal,%,1.02
Brazil,2022-02-01,Electricity generation,Fuel,Gas,%,6.39
Brazil,2022-02-01,Electricity generation,Fuel,Hydro,%,75.21
Brazil,2022-02-01,Electricity generation,Fuel,Nuclear,%,2.5
Brazil,2022-02-01,Electricity generation,Fuel,Other Fossil,%,1.75
Brazil,2022-02-01,Electricity generation,Fuel,Solar,%,3.84
Brazil,2022-02-01,Electricity generation,Fuel,Wind,%,8.93
Brazil,2022-03-01,Electricity generation,Aggregate fuel,Clean,%,92.61
Brazil,2022-03-01,Electricity generation,Aggregate fuel,Fossil,%,7.38
Brazil,2022-03-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,6.34
Brazil,2022-03-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,76.57
Brazil,2022-03-01,Electricity generation,Aggregate fuel,Renewables,%,90.0
Brazil,2022-03-01,Electricity generation,Aggregate fuel,Wind and Solar,%,13.43
Brazil,2022-03-01,Electricity generation,Fuel,Bioenergy,%,0.37
Brazil,2022-03-01,Electricity generation,Fuel,Coal,%,1.04
Brazil,2022-03-01,Electricity generation,Fuel,Gas,%,4.73
Brazil,2022-03-01,Electricity generation,Fuel,Hydro,%,76.2
Brazil,2022-03-01,Electricity generation,Fuel,Nuclear,%,2.61
Brazil,2022-03-01,Electricity generation,Fuel,Other Fossil,%,1.61
Brazil,2022-03-01,Electricity generation,Fuel,Solar,%,4.01
Brazil,2022-03-01,Electricity generation,Fuel,Wind,%,9.42
Brazil,2022-04-01,Electricity generation,Aggregate fuel,Clean,%,94.69
Brazil,2022-04-01,Electricity generation,Aggregate fuel,Fossil,%,5.32
Brazil,2022-04-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,4.83
Brazil,2022-04-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,77.83
Brazil,2022-04-01,Electricity generation,Aggregate fuel,Renewables,%,91.87
Brazil,2022-04-01,Electricity generation,Aggregate fuel,Wind and Solar,%,14.04
Brazil,2022-04-01,Electricity generation,Fuel,Bioenergy,%,0.98
Brazil,2022-04-01,Electricity generation,Fuel,Coal,%,0.49
Brazil,2022-04-01,Electricity generation,Fuel,Gas,%,3.36
Brazil,2022-04-01,Electricity generation,Fuel,Hydro,%,76.85
Brazil,2022-04-01,Electricity generation,Fuel,Nuclear,%,2.82
Brazil,2022-04-01,Electricity generation,Fuel,Other Fossil,%,1.47
Brazil,2022-04-01,Electricity generation,Fuel,Solar,%,4.32
Brazil,2022-04-01,Electricity generation,Fuel,Wind,%,9.72
Brazil,2022-05-01,Electricity generation,Aggregate fuel,Clean,%,92.53
Brazil,2022-05-01,Electricity generation,Aggregate fuel,Fossil,%,7.48
Brazil,2022-05-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,6.51
Brazil,2022-05-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,74.14
Brazil,2022-05-01,Electricity generation,Aggregate fuel,Renewables,%,89.73
Brazil,2022-05-01,Electricity generation,Aggregate fuel,Wind and Solar,%,15.59
Brazil,2022-05-01,Electricity generation,Fuel,Bioenergy,%,1.82
Brazil,2022-05-01,Electricity generation,Fuel,Coal,%,0.97
Brazil,2022-05-01,Electricity generation,Fuel,Gas,%,5.09
Brazil,2022-05-01,Electricity generation,Fuel,Hydro,%,72.32
Brazil,2022-05-01,Electricity generation,Fuel,Nuclear,%,2.8
Brazil,2022-05-01,Electricity generation,Fuel,Other Fossil,%,1.42
Brazil,2022-05-01,Electricity generation,Fuel,Solar,%,4.29
Brazil,2022-05-01,Electricity generation,Fuel,Wind,%,11.3
Brazil,2022-06-01,Electricity generation,Aggregate fuel,Clean,%,89.89
Brazil,2022-06-01,Electricity generation,Aggregate fuel,Fossil,%,10.11
Brazil,2022-06-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,8.73
Brazil,2022-06-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,72.26
Brazil,2022-06-01,Electricity generation,Aggregate fuel,Renewables,%,88.38
Brazil,2022-06-01,Electricity generation,Aggregate fuel,Wind and Solar,%,16.12
Brazil,2022-06-01,Electricity generation,Fuel,Bioenergy,%,1.99
Brazil,2022-06-01,Electricity generation,Fuel,Coal,%,1.38
Brazil,2022-06-01,Electricity generation,Fuel,Gas,%,7.2
Brazil,2022-06-01,Electricity generation,Fuel,Hydro,%,70.27
Brazil,2022-06-01,Electricity generation,Fuel,Nuclear,%,1.51
Brazil,2022-06-01,Electricity generation,Fuel,Other Fossil,%,1.53
Brazil,2022-06-01,Electricity generation,Fuel,Solar,%,4.38
Brazil,2022-06-01,Electricity generation,Fuel,Wind,%,11.74
Brazil,2022-07-01,Electricity generation,Aggregate fuel,Clean,%,90.52
Brazil,2022-07-01,Electricity generation,Aggregate fuel,Fossil,%,9.47
Brazil,2022-07-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,8.07
Brazil,2022-07-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,68.45
Brazil,2022-07-01,Electricity generation,Aggregate fuel,Renewables,%,89.27
Brazil,2022-07-01,Electricity generation,Aggregate fuel,Wind and Solar,%,20.82
Brazil,2022-07-01,Electricity generation,Fuel,Bioenergy,%,2.24
Brazil,2022-07-01,Electricity generation,Fuel,Coal,%,1.4
Brazil,2022-07-01,Electricity generation,Fuel,Gas,%,6.65
Brazil,2022-07-01,Electricity generation,Fuel,Hydro,%,66.21
Brazil,2022-07-01,Electricity generation,Fuel,Nuclear,%,1.25
Brazil,2022-07-01,Electricity generation,Fuel,Other Fossil,%,1.42
Brazil,2022-07-01,Electricity generation,Fuel,Solar,%,4.9
Brazil,2022-07-01,Electricity generation,Fuel,Wind,%,15.92
Brazil,2022-08-01,Electricity generation,Aggregate fuel,Clean,%,90.4
Brazil,2022-08-01,Electricity generation,Aggregate fuel,Fossil,%,9.6
Brazil,2022-08-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,8.15
Brazil,2022-08-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,65.0
Brazil,2022-08-01,Electricity generation,Aggregate fuel,Renewables,%,88.12
Brazil,2022-08-01,Electricity generation,Aggregate fuel,Wind and Solar,%,23.12
Brazil,2022-08-01,Electricity generation,Fuel,Bioenergy,%,2.03
Brazil,2022-08-01,Electricity generation,Fuel,Coal,%,1.45
Brazil,2022-08-01,Electricity generation,Fuel,Gas,%,6.74
Brazil,2022-08-01,Electricity generation,Fuel,Hydro,%,62.97
Brazil,2022-08-01,Electricity generation,Fuel,Nuclear,%,2.28
Brazil,2022-08-01,Electricity generation,Fuel,Other Fossil,%,1.41
Brazil,2022-08-01,Electricity generation,Fuel,Solar,%,5.45
Brazil,2022-08-01,Electricity generation,Fuel,Wind,%,17.67
Brazil,2022-09-01,Electricity generation,Aggregate fuel,Clean,%,90.31
Brazil,2022-09-01,Electricity generation,Aggregate fuel,Fossil,%,9.69
Brazil,2022-09-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,8.29
Brazil,2022-09-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,64.37
Brazil,2022-09-01,Electricity generation,Aggregate fuel,Renewables,%,88.15
Brazil,2022-09-01,Electricity generation,Aggregate fuel,Wind and Solar,%,23.78
Brazil,2022-09-01,Electricity generation,Fuel,Bioenergy,%,1.89
Brazil,2022-09-01,Electricity generation,Fuel,Coal,%,1.4
Brazil,2022-09-01,Electricity generation,Fuel,Gas,%,6.83
Brazil,2022-09-01,Electricity generation,Fuel,Hydro,%,62.48
Brazil,2022-09-01,Electricity generation,Fuel,Nuclear,%,2.16
Brazil,2022-09-01,Electricity generation,Fuel,Other Fossil,%,1.46
Brazil,2022-09-01,Electricity generation,Fuel,Solar,%,5.94
Brazil,2022-09-01,Electricity generation,Fuel,Wind,%,17.84
Brazil,2022-10-01,Electricity generation,Aggregate fuel,Clean,%,91.0
Brazil,2022-10-01,Electricity generation,Aggregate fuel,Fossil,%,9.01
Brazil,2022-10-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.73
Brazil,2022-10-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,64.02
Brazil,2022-10-01,Electricity generation,Aggregate fuel,Renewables,%,88.19
Brazil,2022-10-01,Electricity generation,Aggregate fuel,Wind and Solar,%,24.17
Brazil,2022-10-01,Electricity generation,Fuel,Bioenergy,%,1.54
Brazil,2022-10-01,Electricity generation,Fuel,Coal,%,1.28
Brazil,2022-10-01,Electricity generation,Fuel,Gas,%,6.35
Brazil,2022-10-01,Electricity generation,Fuel,Hydro,%,62.48
Brazil,2022-10-01,Electricity generation,Fuel,Nuclear,%,2.81
Brazil,2022-10-01,Electricity generation,Fuel,Other Fossil,%,1.38
Brazil,2022-10-01,Electricity generation,Fuel,Solar,%,6.18
Brazil,2022-10-01,Electricity generation,Fuel,Wind,%,17.99
Brazil,2022-11-01,Electricity generation,Aggregate fuel,Clean,%,91.36
Brazil,2022-11-01,Electricity generation,Aggregate fuel,Fossil,%,8.63
Brazil,2022-11-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,7.46
Brazil,2022-11-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,72.39
Brazil,2022-11-01,Electricity generation,Aggregate fuel,Renewables,%,89.75
Brazil,2022-11-01,Electricity generation,Aggregate fuel,Wind and Solar,%,17.36
Brazil,2022-11-01,Electricity generation,Fuel,Bioenergy,%,1.31
Brazil,2022-11-01,Electricity generation,Fuel,Coal,%,1.17
Brazil,2022-11-01,Electricity generation,Fuel,Gas,%,6.23
Brazil,2022-11-01,Electricity generation,Fuel,Hydro,%,71.08
Brazil,2022-11-01,Electricity generation,Fuel,Nuclear,%,1.61
Brazil,2022-11-01,Electricity generation,Fuel,Other Fossil,%,1.23
Brazil,2022-11-01,Electricity generation,Fuel,Solar,%,5.38
Brazil,2022-11-01,Electricity generation,Fuel,Wind,%,11.98
Brazil,2022-12-01,Electricity generation,Aggregate fuel,Clean,%,92.98
Brazil,2022-12-01,Electricity generation,Aggregate fuel,Fossil,%,7.01
Brazil,2022-12-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,6.62
Brazil,2022-12-01,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,72.66
Brazil,2022-12-01,Electricity generation,Aggregate fuel,Renewables,%,90.24
Brazil,2022-12-01,Electricity generation,Aggregate fuel,Wind and Solar,%,17.58
Brazil,2022-12-01,Electricity generation,Fuel,Bioenergy,%,0.58
Brazil,2022-12-01,Electricity generation,Fuel,Coal,%,0.39
Brazil,2022-12-01,Electricity generation,Fuel,Gas,%,5.28
Brazil,2022-12-01,Electricity generation,Fuel,Hydro,%,72.08
Brazil,2022-12-01,Electricity generation,Fuel,Nuclear,%,2.74
Brazil,2022-12-01,Electricity generation,Fuel,Other Fossil,%,1.34
Brazil,2022-12-01,Electricity generation,Fuel,Solar,%,5.52
Brazil,2022-12-01,Electricity generation,Fuel,Wind,%,12.06
Brazil,2023-01-01,Electricity generation,Aggregate fuel,Clean,%,94.22
Brazil,2023-01-01,Electricity generation,Aggregate fuel,Fossil,%,5.77
Brazil,2023-01-01,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,5.07
