Contratada no ano A
(MW médio)","Energia
Contratada no ano A+1
(MW médio)","Energia
Contratada no ano A+2
(MW médio)","Energia
Contratada no ano A+3
,1297,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,PIE - RP,04.810.290/0001-90,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,100,0,100,50.000,0.000,0.000,0.000,50.000,"217,250.000",386.82,R$/MWh,0.00,0.00,"84,036,645.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1298,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,BRASIL COM,13.145.928/0001-06,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,2,0,2,1.000,0.000,0.000,0.000,1.000,"4,345.000",386.00,R$/MWh,0.00,0.00,"1,677,170.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1299,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,CEMIG GERACAO,06.981.176/0001-58,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,60,0,60,30.000,0.000,0.000,0.000,30.000,"130,350.000",386.82,R$/MWh,0.00,0.00,"50,421,987.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1300,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,DIFERENCIAL,07.393.256/0001-55,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,10,0,10,5.000,0.000,0.000,0.000,5.000,"21,725.000",385.89,R$/MWh,0.00,0.00,"8,383,460.25",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1301,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,ALCOA,23.637.697/0001-01,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,50,0,50,25.000,0.000,0.000,0.000,25.000,"108,625.000",384.84,R$/MWh,0.00,0.00,"41,803,245.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1302,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,COMERC,58.177.643/0001-95,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,16,0,16,8.000,0.000,0.000,0.000,8.000,"34,760.000",385.33,R$/MWh,0.00,0.00,"13,394,070.80",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1303,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,CAPITALE,11.599.292/0001-47,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,40,0,40,20.000,0.000,0.000,0.000,20.000,"86,900.000",385.49,R$/MWh,0.00,0.00,"33,499,081.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1304,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,BROOKFIELD,03.780.401/0001-08,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,10,0,10,5.000,0.000,0.000,0.000,5.000,"21,725.000",386.29,R$/MWh,0.00,0.00,"8,392,150.25",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1305,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,COMPASS,10.966.735/0001-28,P06M-S-2015,-,-,Sem Pendências,-,-,-,S,0.00,#REF!,0.000,,,0.000,0.000,0.5,2,0,2,1.000,0.000,0.000,0.000,1.000,"4,345.000",385.83,R$/MWh,0.00,0.00,"1,676,431.35",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1306,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,DELTA ENERGIA,04.802.543/0001-83,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,30,0,30,15.000,0.000,0.000,0.000,15.000,"65,175.000",384.83,R$/MWh,0.00,0.00,"25,081,295.25",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1307,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,GUSA NORDESTE,07.636.657/0001-99,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,1,0,1,0.500,0.000,0.000,0.000,0.500,"2,172.500",386.83,R$/MWh,0.00,0.00,"840,388.18",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1308,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,MATRIX COM,17.858.631/0001-49,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,20,0,20,10.000,0.000,0.000,0.000,10.000,"43,450.000",386.83,R$/MWh,0.00,0.00,"16,807,763.50",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1309,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,VOTENER,03.984.862/0001-94,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,180,0,180,90.000,0.000,0.000,0.000,90.000,"391,050.000",386.83,R$/MWh,0.00,0.00,"151,269,871.50",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1310,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,DELTA ENERGIA,04.802.543/0001-83,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,16,0,16,8.000,0.000,0.000,0.000,8.000,"34,760.000",386.83,R$/MWh,0.00,0.00,"13,446,210.80",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1311,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,EDP C,04.149.295/0001-13,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,30,0,30,15.000,0.000,0.000,0.000,15.000,"65,175.000",386.83,R$/MWh,0.00,0.00,"25,211,645.25",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1312,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,CBA,61.409.892/0001-73,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,112,0,112,56.000,0.000,0.000,0.000,56.000,"243,320.000",386.83,R$/MWh,0.00,0.00,"94,123,475.60",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1313,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,COMERC,58.177.643/0001-95,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,4,0,4,2.000,0.000,0.000,0.000,2.000,"8,690.000",386.83,R$/MWh,0.00,0.00,"3,361,552.70",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1314,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,SEAL TRADE,10.671.322/0001-16,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,5,0,5,2.500,0.000,0.000,0.000,2.500,"10,862.500",388.48,R$/MWh,0.00,0.00,"4,219,864.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1315,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,PETROBRAS PIE,33.000.167/0001-01,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,410,0,410,205.000,0.000,0.000,0.000,205.000,"890,725.000",388.48,R$/MWh,0.00,0.00,"346,028,848.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1316,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,NOBLE COM,11.199.567/0001-55,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,16,0,16,8.000,0.000,0.000,0.000,8.000,"34,760.000",388.48,R$/MWh,0.00,0.00,"13,503,564.80",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1317,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,DELTA ENERGIA,04.802.543/0001-83,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,10,0,10,5.000,0.000,0.000,0.000,5.000,"21,725.000",388.48,R$/MWh,0.00,0.00,"8,439,728.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1318,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,ECOM,05.352.237/0001-55,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,20,0,20,10.000,0.000,0.000,0.000,10.000,"43,450.000",388.48,R$/MWh,0.00,0.00,"16,879,456.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1319,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,ALCOA,23.637.697/0001-01,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,50,0,50,25.000,0.000,0.000,0.000,25.000,"108,625.000",388.48,R$/MWh,0.00,0.00,"42,198,640.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1320,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,EDP C,04.149.295/0001-13,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,30,0,30,15.000,0.000,0.000,0.000,15.000,"65,175.000",388.48,R$/MWh,0.00,0.00,"25,319,184.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1321,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,COMERC,58.177.643/0001-95,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,36,0,36,18.000,0.000,0.000,0.000,18.000,"78,210.000",388.48,R$/MWh,0.00,0.00,"30,383,020.80",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1322,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,CEMIG GERACAO,06.981.176/0001-58,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,500,0,500,250.000,0.000,0.000,0.000,250.000,"1,086,250.000",388.48,R$/MWh,0.00,0.00,"421,986,400.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1323,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,CLIME TRADING,05.689.495/0001-21,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,6,0,6,3.000,0.000,0.000,0.000,3.000,"13,035.000",388.48,R$/MWh,0.00,0.00,"5,063,836.80",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1324,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,MATRIX COM,17.858.631/0001-49,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,52,0,52,26.000,0.000,0.000,0.000,26.000,"112,970.000",388.48,R$/MWh,0.00,0.00,"43,886,585.60",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1325,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,BTG PACTUAL,07.133.522/0001-00,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,854,0,854,427.000,0.000,0.000,0.000,427.000,"1,855,315.000",388.48,R$/MWh,0.00,0.00,"720,752,771.20",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1326,2015,LAJ,18ºLAJ,Leilão de Ajuste,001/2014,BRASIL COM,13.145.928/0001-06,P06M-SE-2015,-,-,Sem Pendências,-,-,-,SE,0.00,#REF!,0.000,,,0.000,0.000,0.5,5,0,5,2.500,0.000,0.000,0.000,2.500,"10,862.500",388.48,R$/MWh,0.00,0.00,"4,219,864.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2015,6/30/2015,Não,"4,059.86",#REF!
,1327,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,NOBLE,06.315.338/0001-19,BIO-2016,UTE.AI.SP.029655-4.01,POTIRENDABA,Sem Pendências,SP,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,40.200,,,0.000,13.200,0.1,100,100,100,10.000,10.000,10.000,10.000,10.000,"1,753,200.000",214.60,R$/MWh,0.00,0.00,"376,236,720.00",#REF!,#REF!,"19,250,039.90","19,250,039.90","19,250,039.90",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1328,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,RIO PARDO,10.000.000/0000-00,BIO-2016,UTE.AI.SP.030065-9.01,RIO PARDO,Sem Pendências,SP,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,60.000,,,0.000,9.400,0.1,94,94,94,9.400,9.400,9.400,9.400,9.400,"1,648,008.000",212.00,R$/MWh,0.00,0.00,"349,377,696.00",#REF!,#REF!,"18,258,178.67","18,258,178.67","18,258,178.67",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1329,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,TROPICAL,08.195.806/0001-94,BIO-2016,UTE.AI.GO.030080-2.01,TROPICAL BIOENERGIA,Sem Pendências,GO,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,70.000,,,0.000,26.800,0.1,175,175,175,17.500,17.500,17.500,17.500,17.500,"3,068,100.000",207.09,R$/MWh,0.00,0.00,"635,372,829.00",#REF!,#REF!,"33,500,000.00","33,500,000.00","33,500,000.00",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1330,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,CRISTALANDIA,20.000.000/0000-00,EOL-2017,EOL.CV.BA.032082-0.01,CRISTALÂNDIA II,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"146,921,100.00",#REF!,30.000,,,0.000,14.200,0.1,100,100,100,10.000,10.000,10.000,10.000,10.000,"1,753,200.000",177.46,R$/MWh,0.00,0.00,"311,122,872.00",#REF!,#REF!,"7,917,429.16","15,709,327.17","15,709,327.17",7/1/2017,6/30/2037,Não,"4,215.26",#REF!
,1331,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,CRISTALANDIA,20.000.000/0000-00,EOL-2017,EOL.CV.BA.032083-8.01,CRISTALÂNDIA III,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"146,921,100.00",#REF!,30.000,,,0.000,14.000,0.1,100,100,100,9.800,9.800,9.800,9.800,9.800,"1,718,136.000",177.48,R$/MWh,0.00,0.00,"304,934,777.28",#REF!,#REF!,"7,754,908.18","15,386,861.99","15,386,861.99",7/1/2017,6/30/2037,Não,"4,215.26",#REF!
,1332,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,CEALCO,45.483.450/0021-64,BIO-2016,UTE.AI.SP.030036-5.01,CLEALCO QUEIROZ,Sem Pendências,SP,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,45.000,,,0.000,14.100,0.1,56,56,56,5.600,5.600,5.600,5.600,5.600,"981,792.000",206.52,R$/MWh,0.00,0.00,"202,759,683.84",#REF!,#REF!,"10,527,417.60","10,527,417.60","10,527,417.60",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1333,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,CRISTALANDIA,20.000.000/0000-00,EOL-2017,EOL.CV.BA.032081-1.01,CRISTALÂNDIA I,Sem Pendências,BA,Eólica,Cinética do Vento,NE,"146,921,100.00",#REF!,30.000,,,0.000,14.100,0.1,100,100,100,9.900,9.900,9.900,9.900,9.900,"1,735,668.000",177.47,R$/MWh,0.00,0.00,"308,028,999.96",#REF!,#REF!,"7,827,717.76","15,531,326.75","15,531,326.75",7/1/2017,6/30/2037,Não,"4,215.26",#REF!
,1334,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,BIOSEV,49.213.747/0118-28,BIO-2016,UTE.AI.SP.002958-0.01,VALE DO ROSÁRIO,Sem Pendências,SP,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,69.700,,,0.000,34.400,0.1,52,52,52,5.200,5.200,5.200,5.200,5.200,"911,664.000",213.90,R$/MWh,0.00,0.00,"195,004,929.60",#REF!,#REF!,"10,320,177.80","10,320,177.80","10,320,177.80",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1335,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,JM,02.635.522/0001-95,BIO-2016,UTE.AI.GO.028112-3.01,JALLES MACHADO,Sem Pendências,GO,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,20.730,,,0.000,7.900,0.1,67,67,67,6.700,6.700,6.700,6.700,6.700,"1,174,644.000",214.30,R$/MWh,0.00,0.00,"251,726,209.20",#REF!,#REF!,"13,149,575.00","13,149,575.00","13,149,575.00",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1336,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,IACANGA AMPLIAÇÃO,07.280.328/0001-58,BIO-2016,UTE.AI.SP.029636-8.01,IACANGA AMPLIAÇÃO,Sem Pendências,SP,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,30.600,,,0.000,14.400,0.1,35,35,35,3.500,3.500,3.500,3.500,3.500,"613,620.000",209.35,R$/MWh,0.00,0.00,"128,461,347.00",#REF!,#REF!,"6,598,327.69","6,598,327.69","6,598,327.69",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1337,2015,LFA,03ºLFA,Leilão de Fontes Alternativas,002/2015,ITUIUTABA,08.164.344/0001-48,BIO-2016,UTE.AI.MG.030094-2.01,ITUIUTABA,Sem Pendências,MG,Biomassa,Bagaço de Cana de Açúcar,SE,0.00,#REF!,53.200,,,0.000,14.400,0.1,93,93,93,9.300,9.300,9.300,9.300,9.300,"1,630,476.000",204.91,R$/MWh,0.00,0.00,"334,100,837.16",#REF!,#REF!,"17,336,816.29","17,336,816.29","17,336,816.29",1/1/2016,12/31/2035,Não,"4,215.26",#REF!
,1338,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,SAVANA,11.151.033/0001-59,QTD-2020,PCH.PH.MS.029260-5.01,VERDE 4,Sem Pendências,MS,Hidrelétrica (PCH),Rio Verde,SE,"193,606,480.00",#REF!,19.000,,,0.000,13.820,0.1,134,134,134,13.400,13.400,13.400,13.400,13.400,"3,524,092.800",206.98,R$/MWh,0.00,0.00,"729,416,727.74",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1339,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,PHOENIX,11.150.969/0001-65,QTD-2020,PCH.PH.MS.029261-3.01,VERDE 4A,Sem Pendências,MS,Hidrelétrica (PCH),Rio Verde,SE,"267,987,130.00",#REF!,28.000,,,0.000,19.740,0.1,192,192,192,19.200,19.200,19.200,19.200,19.200,"5,049,446.400",206.49,R$/MWh,0.00,0.00,"1,042,660,187.14",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1340,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,ERB,15.419.901/0001-90,DIS-2020,UTE.AI.MG.031268-1.01,SANTA VITÓRIA,Sem Pendências,MG,Biomassa,Bagaço de Cana de Açúcar,SE,"245,200,000.00",#REF!,41.400,,,0.000,30.900,0.1,309,309,309,30.900,30.900,30.900,30.900,30.900,"6,772,291.200",272.00,R$/MWh,0.00,0.00,"1,842,063,206.40",#REF!,#REF!,"55,022,979.49","55,022,979.49","55,022,979.49",1/1/2020,12/31/2044,Não,"4,215.26",#REF!
,1341,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,GEOMECANICA,42.163.162/0001-90,QTD-2020,PCH.PH.RJ.032922-3.02,SECRETÁRIO,Sem Pendências,RJ,Hidrelétrica (PCH),Rio Fagundes,SE,"14,182,690.00",#REF!,2.680,,,0.000,1.280,0.1,12,12,12,1.200,1.200,1.200,1.200,1.200,"315,590.400",202.99,R$/MWh,0.00,0.00,"64,061,695.30",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1342,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,CONSORCIO ITAOCARA,40.000.000/0000-00,QTD-2020,UHE.PH.RJ.027969-2.01,UHE ITAOCARA I,Contrato Rescindido,RJ,Hidrelétrica (UHE),Rio Paraíba do Sul,SE,"875,543,950.00",#REF!,150.000,,,0.000,93.400,0.1,892,892,892,89.200,89.200,89.200,89.200,89.200,"23,458,886.400",154.99,R$/MWh,0.00,0.00,"3,635,892,803.14",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1343,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,SERRA DOS CAVALINHOS,09.199.675/0001-86,QTD-2020,PCH.PH.RS.031324-6.01,SERRA DOS CAVALINHOS I,Sem Pendências,RS,Hidrelétrica (PCH),Rio das Antas,S,"219,620,880.00",#REF!,25.000,,,0.000,14.520,0.1,141,141,141,14.100,14.100,14.100,14.100,14.100,"3,708,187.200",206.48,R$/MWh,0.00,0.00,"765,666,493.06",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1344,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,MINAS,07.895.905/0001-16,QTD-2020,UHE.PH.PR.032923-1.01,TIBAGI MONTANTE,Sem Pendências,PR,Hidrelétrica (UHE),Rio Tibagi,S,"217,254,110.00",#REF!,32.000,,,0.000,20.260,0.1,190,190,190,19.000,19.000,19.000,19.000,19.000,"4,996,848.000",209.50,R$/MWh,0.00,0.00,"1,046,839,656.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1345,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,TIGRE,05.545.260/0001-66,QTD-2020,PCH.PH.PR.029222-2.01,TIGRE,Sem Pendências,PR,Hidrelétrica (PCH),Rio Marrecas,S,"29,677,000.00",#REF!,9.000,,,0.000,5.250,0.1,10,10,10,1.000,1.000,1.000,1.000,1.000,"262,992.000",195.00,R$/MWh,0.00,0.00,"51,283,440.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1346,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,CONFLUENCIA,05.104.205/0001-30,QTD-2020,PCH.PH.PR.029068-8.01,CONFLUÊNCIA,Data de Suprimento Alterada,PR,Hidrelétrica (PCH),Rio Marrecas,S,"129,600,000.00",#REF!,27.000,,,0.000,13.720,0.1,135,135,135,13.500,13.500,13.500,13.500,13.500,"3,550,392.000",205.00,R$/MWh,0.00,0.00,"727,830,360.00",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1347,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,CODORA,07.966.116/0001-29,DIS-2020,UTE.AI.GO.030355-0.01,CODORA,Sem Pendências,GO,Biomassa,Bagaço de Cana de Açúcar,SE,"20,895,200.00",#REF!,20.000,,,0.000,6.200,0.1,62,62,62,6.200,6.200,6.200,6.200,6.200,"1,358,841.600",278.50,R$/MWh,0.00,0.00,"378,437,385.60",#REF!,#REF!,"14,741,115.20","14,741,115.20","14,741,115.20",1/1/2020,12/31/2044,Não,"4,215.26",#REF!
,1348,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,GPE SERGIPE,50.000.000/0000-00,DIS-2020,UTE.GN.SE.032228-8.01,PORTO DE SERGIPE I,Sem Pendências,SE,Gás Natural,Gás Natural,NE,"3,294,500,000.00",#REF!,"1,515.640",,,0.000,867.000,0.1,"8,670","8,670","8,670",867.000,867.000,867.000,867.000,867.000,"190,018,656.000",279.00,R$/MWh,0.00,0.00,"53,015,205,024.00",#REF!,#REF!,"1,250,071,127.14","1,250,071,127.14","1,250,071,127.14",1/1/2020,12/31/2044,Não,"4,215.26",#REF!
,1349,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,BOA VISTA,09.551.294/0001-14,QTD-2020,PCH.PH.MG.033465-0.01,BOA VISTA II,Sem Pendências,MG,Hidrelétrica (PCH),Rio Verde,SE,"168,531,330.00",#REF!,26.500,,,0.000,14.410,0.1,140,140,140,14.000,14.000,14.000,14.000,14.000,"3,681,888.000",207.64,R$/MWh,0.00,0.00,"764,507,224.32",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
,1350,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,BOLT,12.524.216/0001-35,DIS-2020,UTE.FL.BA.033467-7.01,BOLTBAH,Sem Pendências,BA,Biomassa,Cavaco/ Resíduo de Madeira,NE,"227,561,000.00",#REF!,50.000,,,0.000,41.400,0.1,414,414,414,41.400,41.400,41.400,41.400,41.400,"9,073,555.200",272.01,R$/MWh,0.00,0.00,"2,468,097,749.95",#REF!,#REF!,"68,631,516.09","68,631,516.09","68,631,516.09",1/1/2020,12/31/2044,Não,"4,215.26",#REF!
,1351,2015,LEN,21ºLEN,Leilão de Energia Nova,003/2015,ATIAIA,06.015.859/0001-50,QTD-2020,PCH.PH.MS.032163-0.01,BANDEIRANTE,Sem Pendências,MS,Hidrelétrica (PCH),Rio Sucuriú,SE,"158,653,000.00",#REF!,27.150,,,0.000,18.400,0.1,165,165,165,16.500,16.500,16.500,16.500,16.500,"4,339,368.000",203.98,R$/MWh,0.00,0.00,"885,144,284.64",#REF!,#REF!,0.00,0.00,0.00,1/1/2020,12/31/2049,Não,"4,215.26",#REF!
